"Provider ID","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Measure","Rate"
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,,,FOLEY,AL,36535,BALDWIN,2519493400,Immunization for influenza,100
010085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,,,DECATUR,AL,35609,MORGAN,2563412000,Immunization for influenza,68
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,,,WINFIELD,AL,35594,MARION,2054877736,Immunization for influenza,95
010087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,,,MOBILE,AL,36617,MOBILE,2514717110,Immunization for influenza,87
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,,,JASPER,AL,35502,WALKER,2053874000,Immunization for influenza,100
010090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,,,MOBILE,AL,36608,MOBILE,2516331000,Immunization for influenza,97
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,,,GROVE HILL,AL,36451,CLARKE,2512753191,Immunization for influenza,70
010092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,,,TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,Immunization for influenza,56
010095,HALE COUNTY HOSPITAL,508 GREEN STREET,,,GREENSBORO,AL,36744,HALE,3346243024,Immunization for influenza,46
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,,,WETUMPKA,AL,36092,ELMORE,3345674311,Immunization for influenza,48
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,,,BREWTON,AL,36426,ESCAMBIA,2518678061,Immunization for influenza,91
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,,,FAIRHOPE,AL,36532,BALDWIN,2519282375,Immunization for influenza,100
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,,,TALLADEGA,AL,35161,TALLADEGA,2567614542,Immunization for influenza,77
010102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,,,CAMDEN,AL,36726,WILCOX,3346824131,Immunization for influenza,0
010103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,,,BIRMINGHAM,AL,35211,JEFFERSON,2057833800,Immunization for influenza,96
010104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,,,BIRMINGHAM,AL,35213,JEFFERSON,2055921000,Immunization for influenza,99
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,,,PRATTVILLE,AL,36067,AUTAUGA,3343614267,Immunization for influenza,96
010109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON,,,CARROLLTON,AL,35447,PICKENS,2053678111,Immunization for influenza,55
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,,,UNION SPRINGS,AL,36089,BULLOCK,3347382140,Immunization for influenza,19
010112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,,,DEMOPOLIS,AL,36732,MARENGO,3342894000,Immunization for influenza,44
010113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,,,MOBILE,AL,36652,MOBILE,2514354700,Immunization for influenza,88
010114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,995 9TH AVENUE SOUTHWEST,,,BESSEMER,AL,35021,JEFFERSON,2054817000,Immunization for influenza,95
010118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,,,SELMA,AL,36701,DALLAS,3344184100,Immunization for influenza,97
010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,,,MONROEVILLE,AL,36461,MONROE,2515753111,Immunization for influenza,77
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E     POST OFFICE BOX 780,,,HALEYVILLE,AL,35565,WINSTON,2054857117,Immunization for influenza,100
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,,,TROY,AL,36081,PIKE,3346705000,Immunization for influenza,86
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,,,JACKSON,AL,36545,CLARKE,2512469021,Immunization for influenza,84
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,,,BAY MINETTE,AL,36507,BALDWIN,2519375521,Immunization for influenza,68
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,,,PELL CITY,AL,35125,SAINT CLAIR,2053383301,Immunization for influenza,84
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,,,HUNTSVILLE,AL,35801,MADISON,2568823100,Immunization for influenza,99
010137,COOPER GREEN MERCY HOSPITAL,1515 6TH AVENUE SOUTH,,,BIRMINGHAM,AL,35233,JEFFERSON,2059303200,Immunization for influenza,19
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,,,YORK,AL,36925,SUMTER,2053925263,Immunization for influenza,6
010139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,,,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,Immunization for influenza,77
010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,,,MOBILE,AL,36608,MOBILE,2513449630,Immunization for influenza,96
010146,JACKSONVILLE MEDICAL CENTER,1701 SOUTH PELHAM ROAD,,,JACKSONVILLE,AL,36265,CALHOUN,2567824538,Immunization for influenza,62
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,,,EVERGREEN,AL,36401,CONECUH,2515782480,Immunization for influenza,59
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,,,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,Immunization for influenza,94
010150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,,,GREENVILLE,AL,36037,BUTLER,3343822200,Immunization for influenza,100
010152,INFIRMARY WEST,5600 GIRBY RD,,,MOBILE,AL,36693,MOBILE,2516605236,Immunization for influenza,95
010157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,,,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,Immunization for influenza,96
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,,,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,Immunization for influenza,99
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,,,SYLACAUGA,AL,35150,TALLADEGA,2562495000,Immunization for influenza,100
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,,,PHENIX CITY,AL,36867,RUSSELL,3347323000,Immunization for influenza,76
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,,,ATMORE,AL,36502,ESCAMBIA,2513682500,Immunization for influenza,91
011300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,,,CHATOM,AL,36518,WASHINGTON,2518472223,Immunization for influenza,62
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,,,RED BAY,AL,35582,FRANKLIN,2563569532,Immunization for influenza,100
013301,UNIV OF S AL CHILDREN'S & WOMEN'S HOS,1700 CENTER STREET,,,MOBILE,AL,36604,MOBILE,2514151000,Immunization for influenza,Not Available
020001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,,,ANCHORAGE,AK,99519,ANCHORAGE,9072613675,Immunization for influenza,75
020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,,,PALMER,AK,99645,MATANUSKA SUSITNA,9077468600,Immunization for influenza,72
020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,,,JUNEAU,AK,99801,JUNEAU,9077968900,Immunization for influenza,87
020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,,,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,Immunization for influenza,86
020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,,,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Immunization for influenza,98
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,,,BETHEL,AK,99559,BETHEL,9075436300,Immunization for influenza,68
020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,,,SOLDOTNA,AK,99669,KENAI PENINSULA,9072624404,Immunization for influenza,98
020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,,,ANCHORAGE,AK,99508,ANCHORAGE,9075632662,Immunization for influenza,56
020027,MT EDGECUMBE HOSPITAL,222 TONGASS DR,,,SITKA,AK,99835,SITKA,9079662411,Immunization for influenza,63
021301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,,,VALDEZ,AK,99686,VALDEZ CORDOVA,9078352249,Immunization for influenza,Not Available
021302,PROVIDENCE SEWARD HOSPITAL,417 FIRST AVENUE PO BOX 365,,,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Immunization for influenza,Not Available
021303,SITKA COMMUNITY HOSPITAL,209 MOLLER DRIVE,,,SITKA,AK,99835,SITKA,9077473241,Immunization for influenza,Not Available
021306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,,,KODIAK,AK,99615,KODIAK ISLAND,9074869592,Immunization for influenza,Not Available
021307,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE,,,CORDOVA,AK,99574,VALDEZ CORDOVA,9074248000,Immunization for influenza,Not Available
021308,NORTON SOUND REGIONAL HOSPITAL,306 WEST 5TH AVENUE P O BOX 966,,,NOME,AK,99762,NOME,9074433311,Immunization for influenza,Not Available
021309,KANAKANAK HOSPITAL,P O BOX 130,,,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Immunization for influenza,Not Available
021311,PEACEHEALTH KETCHIKAN MEDICAL             CENTER,3100 TONGASS AVENUE,,,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Immunization for influenza,88
021313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,,,HOMER,AK,99603,KENAI PENINSULA,9072358101,Immunization for influenza,75
030001,MARYVALE HOSPITAL,5102 WEST CAMPBELL AVENUE,,,PHOENIX,AZ,85031,MARICOPA,6238485000,Immunization for influenza,84
030002,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,,,PHOENIX,AZ,85006,MARICOPA,6022392000,Immunization for influenza,91
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,,,TUCSON,AZ,85712,PIMA,5203275461,Immunization for influenza,69
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,,,COTTONWOOD,AZ,86326,YAVAPAI,9286396000,Immunization for influenza,91
030010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,,,TUCSON,AZ,85745,PIMA,5208723000,Immunization for influenza,85
030011,CARONDELET ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,,,TUCSON,AZ,85711,PIMA,5208733000,Immunization for influenza,87
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,,,PRESCOTT,AZ,86301,YAVAPAI,9284452700,Immunization for influenza,89
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,,,YUMA,AZ,85364,YUMA,9283367275,Immunization for influenza,82
030014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,,,PHOENIX,AZ,85020,MARICOPA,6028706060,Immunization for influenza,89
030016,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,,,CASA GRANDE,AZ,85222,PINAL,5203816453,Immunization for influenza,74
030022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,,,PHOENIX,AZ,85008,MARICOPA,6023445011,Immunization for influenza,83
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,,,FLAGSTAFF,AZ,86001,COCONINO,9287732009,Immunization for influenza,85
030024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,,,PHOENIX,AZ,85013,MARICOPA,6024063000,Immunization for influenza,86
030030,PHOENIX BAPTIST HOSPITAL,2000 WEST BETHANY HOME ROAD,,,PHOENIX,AZ,85015,MARICOPA,6022490212,Immunization for influenza,91
030033,PAYSON REGIONAL MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,,,PAYSON,AZ,85541,GILA,9284743222,Immunization for influenza,97
030036,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,,,CHANDLER,AZ,85224,MARICOPA,4809634561,Immunization for influenza,97
030037,ST LUKES MEDICAL CENTER,1800 EAST VAN BUREN STREET,,,PHOENIX,AZ,85006,MARICOPA,6022518156,Immunization for influenza,93
030038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,,,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Immunization for influenza,68
030043,SIERRA VISTA REGIONAL HEALTH CENTER INC,300 EL CAMINO REAL,,,SIERRA VISTA,AZ,85635,COCHISE,5204584641,Immunization for influenza,96
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,,,KINGMAN,AZ,86409,MOHAVE,9287572101,Immunization for influenza,96
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,,,SUN CITY,AZ,85351,MARICOPA,6239777211,Immunization for influenza,99
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 SHOW LOW LAKE ROAD,,,SHOW LOW,AZ,85901,NAVAJO,9285374375,Immunization for influenza,49
030064,UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY THE,1501 NORTH CAMPBELL AVENUE,,,TUCSON,AZ,85724,PIMA,5206940111,Immunization for influenza,77
030065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,,,MESA,AZ,85202,MARICOPA,4804123000,Immunization for influenza,91
030067,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,,,PARKER,AZ,85344,LA PAZ,9286697300,Immunization for influenza,90
030068,MT GRAHAM REGIONAL MEDICAL CENTER,1600  SOUTH 20TH AVENUE,,,SAFFORD,AZ,85546,GRAHAM,9283484000,Immunization for influenza,87
030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,,,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Immunization for influenza,91
030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,,,FORT DEFIANCE,AZ,86504,APACHE,9287298000,Immunization for influenza,69
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,,,TUBA CITY,AZ,86045,COCONINO,9282832501,Immunization for influenza,42
030074,SELLS INDIAN HEALTH SERVICE HOSPITAL,PO BOX 548,,,SELLS,AZ,85634,PIMA,5203837200,Immunization for influenza,Not Available
030077,SAN CARLOS INDIAN HOSPITAL,223 CIBECUE CIRCLE ROAD,,,SAN CARLOS,AZ,85550,GILA,9284757347,Immunization for influenza,Not Available
030078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,,,PHOENIX,AZ,85016,MARICOPA,6022631200,Immunization for influenza,80
030083,PARADISE VALLEY HOSPITAL,3929 EAST BELL ROAD,,,PHOENIX,AZ,85032,MARICOPA,6029235000,Immunization for influenza,96
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,US HWY 191 HOSPITAL ROAD,,,CHINLE,AZ,86503,APACHE,9286747001,Immunization for influenza,67
030085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,,,TUCSON,AZ,85741,PIMA,5207429000,Immunization for influenza,98
030087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,,,SCOTTSDALE,AZ,85260,MARICOPA,4803233000,Immunization for influenza,69
030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,,,MESA,AZ,85206,MARICOPA,4803212000,Immunization for influenza,94
030089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,,,GLENDALE,AZ,85306,MARICOPA,6025885555,Immunization for influenza,91
030092,JOHN C LINCOLN DEER VALLEY HOSPITAL,19829 NORTH 27TH AVENUE,,,PHOENIX,AZ,85027,MARICOPA,6238795574,Immunization for influenza,93
030093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,,,SUN CITY WEST,AZ,85375,MARICOPA,6232144000,Immunization for influenza,95
030094,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,,,GLENDALE,AZ,85308,MARICOPA,6235611000,Immunization for influenza,81
030100,CARONDELET HEART AND VASCULAR INSTITUTE,4888 NORTH STONE AVENUE,,,TUCSON,AZ,85704,PIMA,5206962328,Immunization for influenza,91
030101,WESTERN ARIZONA REGIONAL MEDICAL CTR,2735 SILVER CREEK ROAD,,,BULLHEAD CITY,AZ,86442,MOHAVE,9287632273,Immunization for influenza,98
030103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,,,PHOENIX,AZ,85054,MARICOPA,4805156296,Immunization for influenza,98
030105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,,,MESA,AZ,85206,MARICOPA,4808545050,Immunization for influenza,96
030107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,,,MESA,AZ,85206,MARICOPA,4808324770,Immunization for influenza,100
030108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,6501 NORTH 19TH AVENUE,,,PHOENIX,AZ,85015,MARICOPA,6027956020,Immunization for influenza,0
030110,WEST VALLEY HOSPITAL,13677 WEST MCDOWELL ROAD,,,GOODYEAR,AZ,85395,MARICOPA,6238821500,Immunization for influenza,89
030111,UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM THE,2800 EAST AJO WAY,,,TUCSON,AZ,85713,PIMA,5202944471,Immunization for influenza,84
030112,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,2905 WEST WARNER ROAD,,,CHANDLER,AZ,85225,MARICOPA,4806039000,Immunization for influenza,96
030113,WHITERIVER PHS INDIAN HOSPITAL,200 WEST HOSPITAL DRIVE  (PO BOX 860),,,WHITERIVER,AZ,85941,NAVAJO,9283384911,Immunization for influenza,Not Available
030114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,,,ORO VALLEY,AZ,85755,PIMA,5209013500,Immunization for influenza,93
030115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,,,PHOENIX,AZ,85037,MARICOPA,6233274000,Immunization for influenza,90
030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,,,FORT MOHAVE,AZ,86426,MOHAVE,9287882273,Immunization for influenza,83
030118,YAVAPAI REGIONAL MEDICAL CENTER-EAST,7700 EAST FLORENTINE ROAD,,,PRESCOTT VALLEY,AZ,86314,YAVAPAI,9284428165,Immunization for influenza,89
030119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,,,GILBERT,AZ,85296,MARICOPA,4807288327,Immunization for influenza,92
030120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,,,GILBERT,AZ,85295,MARICOPA,4802795835,Immunization for influenza,93
030121,MOUNTAIN VISTA MEDICAL CENTER LP,1301 SOUTH CRISMON ROAD,,,MESA,AZ,85209,MARICOPA,4803586100,Immunization for influenza,96
030122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,,,GILBERT,AZ,85234,MARICOPA,4805432000,Immunization for influenza,85
030123,SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,7400 EAST THOMPSON PEAK PARKWAY,,,SCOTTSDALE,AZ,85255,MARICOPA,4803247004,Immunization for influenza,78
030126,ARIZONA REGIONAL MEDICAL CENTER,515 NORTH MESA DRIVE,,,MESA,AZ,85201,MARICOPA,4808983333,Immunization for influenza,92
030130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,,,SAN TAN VALLEY,AZ,85140,PINAL,4803944030,Immunization for influenza,75
030131,OASIS HOSPITAL,750 NORTH 40TH STREET,,,PHOENIX,AZ,85008,MARICOPA,6027977700,Immunization for influenza,72
